GeneSymbol_EnsemblGeneID,alpha7G_Control_Male,alpha7G_Smoked_Male,alpha7E260A:G_Control_Male,alpha7E260A:G_Smoked_Male,alpha7G_C_Female,alpha7G_Smoked_Female,alpha7E260A:G_C_Female,alpha7E260A:G_Smoked_Female
Vmn2r22_ENSMUSG00000091719.1,0,0,0,0,0,0,0,0
Vmn2r23_ENSMUSG00000091620.1,0,0,0,0,0,0,0,0
Vmn2r24_ENSMUSG00000072780.2,0,0,0,0,0,0,0,0
Vmn2r25_ENSMUSG00000072779.4,0,0,0,0,0,0,0,0
Vmn2r26_ENSMUSG00000030141.3,3,0,0,1,0,0,0,0
Vmn2r27_ENSMUSG00000072778.2,0,0,0,0,0,0,0,0
Vmn2r28_ENSMUSG00000066820.5,0,0,0,0,0,0,0,0
Vmn2r29_ENSMUSG00000074394.4,2,5,3,1,3,0,5,1
Vmn2r2_ENSMUSG00000043897.5,0,0,0,0,0,0,0,0
Vmn2r30_ENSMUSG00000070847.5,0,0,0,0,0,0,0,0
Vmn2r31_ENSMUSG00000071459.4,0,0,0,0,0,0,0,0
Vmn2r32_ENSMUSG00000070849.4,0,0,0,0,0,0,0,0
Vmn2r33_ENSMUSG00000090895.1,0,0,0,0,0,0,0,0
Vmn2r34_ENSMUSG00000070841.3,0,0,0,0,0,0,0,0
Vmn2r35_ENSMUSG00000090518.1,0,0,0,0,0,0,0,0
Vmn2r36_ENSMUSG00000091651.2,0,0,0,0,0,0,0,0
Vmn2r37_ENSMUSG00000066828.5,0,0,0,0,0,0,0,0
Vmn2r38_ENSMUSG00000078806.3,0,0,0,0,0,0,0,0
Vmn2r39_ENSMUSG00000066836.5,0,0,0,0,0,0,0,0
Vmn2r3_ENSMUSG00000091572.1,0,0,0,0,0,0,0,0
Vmn2r40_ENSMUSG00000090864.2,0,0,0,0,0,0,0,0
Vmn2r41_ENSMUSG00000090892.2,0,0,0,0,0,0,0,0
Vmn2r42_ENSMUSG00000070844.4,0,0,0,0,0,0,0,0
Vmn2r43_ENSMUSG00000053720.4,0,0,0,0,0,0,0,0
Vmn2r44_ENSMUSG00000091178.1,0,0,0,0,0,0,0,0
Vmn2r45_ENSMUSG00000090662.2,0,0,0,0,0,0,0,0
Vmn2r46_ENSMUSG00000090342.1,0,0,0,0,0,0,0,0
Vmn2r47_ENSMUSG00000091545.1,0,0,0,0,0,0,0,0
Vmn2r48_ENSMUSG00000091544.1,0,0,0,0,0,0,0,0
Vmn2r49_ENSMUSG00000078802.1,0,0,0,0,0,0,0,0
Vmn2r4_ENSMUSG00000092049.1,0,0,0,0,0,0,0,0
Vmn2r50_ENSMUSG00000061026.6,0,0,0,0,0,0,0,0
Vmn2r51_ENSMUSG00000058685.6,0,0,0,0,0,0,0,0
Vmn2r52_ENSMUSG00000091930.1,0,0,0,0,0,0,0,0
Vmn2r53_ENSMUSG00000091797.1,0,0,0,0,0,0,0,0
Vmn2r54_ENSMUSG00000053088.7,0,0,0,0,0,0,0,0
Vmn2r55_ENSMUSG00000091045.2,0,0,0,0,0,0,0,0
Vmn2r56_ENSMUSG00000090762.1,0,0,0,0,0,0,0,0
Vmn2r57_ENSMUSG00000066537.3,1,0,1,0,0,0,1,0
Vmn2r58_ENSMUSG00000090383.1,0,0,0,0,0,0,0,0
Vmn2r59_ENSMUSG00000092032.1,0,0,0,0,0,0,0,0
Vmn2r5_ENSMUSG00000068999.4,0,0,0,0,0,0,0,0
Vmn2r60_ENSMUSG00000090619.1,0,0,0,0,0,0,0,0
Vmn2r61_ENSMUSG00000090967.1,0,0,0,0,0,0,0,0
Vmn2r62_ENSMUSG00000091926.1,0,0,0,0,0,0,0,0
Vmn2r63_ENSMUSG00000090751.1,0,0,0,0,0,0,0,0
Vmn2r65_ENSMUSG00000066372.5,0,0,0,0,0,0,0,0
Vmn2r66_ENSMUSG00000072241.3,0,0,0,0,0,0,0,0
Vmn2r67_ENSMUSG00000091901.1,0,0,0,0,0,0,0,0
Vmn2r68-ps_ENSMUSG00000066432.5,0,0,0,0,0,0,0,0
Vmn2r69_ENSMUSG00000091006.1,0,0,0,0,0,0,0,0
Vmn2r6_ENSMUSG00000090581.1,0,0,0,0,0,0,0,0
Vmn2r70_ENSMUSG00000090806.1,0,0,0,0,0,0,0,0
Vmn2r71_ENSMUSG00000091205.1,0,0,0,0,0,0,0,0
Vmn2r72-ps_ENSMUSG00000051877.7,0,0,0,0,0,0,0,0
Vmn2r73_ENSMUSG00000070458.4,0,0,0,0,0,0,0,0
Vmn2r74_ENSMUSG00000090774.1,0,0,0,0,0,0,0,0
Vmn2r75_ENSMUSG00000090436.1,0,0,0,0,0,0,0,0
Vmn2r76_ENSMUSG00000091239.1,0,0,0,0,0,0,0,0
Vmn2r77_ENSMUSG00000090949.1,0,0,0,0,0,0,0,0
Vmn2r78_ENSMUSG00000091962.2,0,0,0,0,0,0,0,0
Vmn2r79_ENSMUSG00000090362.1,0,0,0,0,0,0,0,0
Vmn2r7_ENSMUSG00000062200.4,0,0,0,0,0,0,0,0
Vmn2r80_ENSMUSG00000091888.2,0,0,0,0,0,0,0,0
Vmn2r81_ENSMUSG00000055515.7,0,0,0,0,0,0,0,0
Vmn2r82_ENSMUSG00000091468.2,0,0,0,0,3,0,0,0
Vmn2r83_ENSMUSG00000091381.2,0,0,0,0,0,0,0,0
Vmn2r84_ENSMUSG00000070601.4,0,0,0,0,0,0,0,0
Vmn2r85_ENSMUSG00000092048.2,0,0,0,0,0,0,0,0
Vmn2r86_ENSMUSG00000092162.2,0,0,0,0,0,0,0,0
Vmn2r87_ENSMUSG00000091511.2,0,0,0,0,0,0,0,0
Vmn2r88_ENSMUSG00000000606.8,0,0,0,0,0,0,0,0
Vmn2r89_ENSMUSG00000070448.5,0,0,0,0,0,0,0,0
Vmn2r8_ENSMUSG00000090961.1,0,0,0,0,0,0,0,0
Vmn2r90_ENSMUSG00000092120.1,0,0,0,0,0,0,0,0
Vmn2r91_ENSMUSG00000091206.1,0,0,0,0,0,0,0,0
Vmn2r92_ENSMUSG00000091350.1,0,0,0,0,0,0,0,0
Vmn2r93_ENSMUSG00000079698.5,0,0,0,0,0,0,0,0
Vmn2r94_ENSMUSG00000090417.1,0,0,0,0,0,0,0,0
Vmn2r95_ENSMUSG00000091631.1,0,0,0,0,0,0,0,0
Vmn2r96_ENSMUSG00000091679.1,6,2,3,0,6,3,0,2
Vmn2r97_ENSMUSG00000091491.1,0,0,0,0,0,0,0,0
Vmn2r98_ENSMUSG00000090851.1,0,0,0,0,0,0,0,0
Vmn2r99_ENSMUSG00000090304.1,0,0,0,0,0,0,0,0
Vmn2r9_ENSMUSG00000091624.1,0,0,0,0,0,0,0,0
Vmo1_ENSMUSG00000020830.3,0,4,0,0,0,0,0,0
Vmp1_ENSMUSG00000018171.3,928,1058,792,787,1231,1051,1159,1141
Vnn1_ENSMUSG00000037440.7,53,112,16,39,62,87,16,57
Vnn3_ENSMUSG00000020010.7,205,120,118,81,142,110,114,78
Vopp1_ENSMUSG00000037788.7,111,141,142,199,121,137,140,155
Vprbp_ENSMUSG00000040325.9,527,281,643,455,456,367,294,389
Vpreb1_ENSMUSG00000059305.4,1,2,2,1,9,2,6,7
Vpreb2_ENSMUSG00000059280.2,0,0,0,0,0,0,0,0
Vpreb3_ENSMUSG00000000903.3,393,859,280,530,1078,890,807,565
Vps11_ENSMUSG00000032127.8,971,907,914,962,828,726,856,765
Vps13a_ENSMUSG00000046230.8,797,343,888,621,684,239,425,397
Vps13b_ENSMUSG00000037646.8,921,287,1746,822,592,341,669,432
Vps13c_ENSMUSG00000035284.8,806,323,2115,1175,717,359,740,670
Vps13d_ENSMUSG00000020220.8,904,430,2342,1193,863,466,842,667
Vps13d_ENSMUSG00000073719.2,27,19,58,52,16,18,38,59
Vps16_ENSMUSG00000027411.10,1159,1005,924,923,961,880,941,721
Vps18_ENSMUSG00000034216.5,415,392,610,603,289,356,507,381
Vps25_ENSMUSG00000078656.5,510,834,370,520,645,792,975,741
Vps26a_ENSMUSG00000020078.8,738,703,880,1025,915,767,1101,1266
Vps26b_ENSMUSG00000031988.9,231,224,285,292,273,213,273,198
Vps28_ENSMUSG00000062381.3,1231,1897,969,1009,1435,1964,2181,1730
Vps29_ENSMUSG00000029462.12,636,1091,641,814,737,1001,1590,1468
Vps33a_ENSMUSG00000029434.8,398,355,440,467,412,288,405,359
Vps33b_ENSMUSG00000030534.6,316,220,300,275,322,226,280,237
Vps35_ENSMUSG00000031696.8,2572,2480,2333,3020,3120,2422,2752,3377
Vps36_ENSMUSG00000031479.8,430,528,340,389,609,519,701,545
Vps37a_ENSMUSG00000031600.9,284,236,303,347,252,206,303,246
Vps37b_ENSMUSG00000066278.5,187,291,181,154,241,250,189,124
Vps37c_ENSMUSG00000048832.8,144,127,150,135,131,155,102,136
Vps37d_ENSMUSG00000043614.7,7,16,3,3,7,14,0,8
Vps39_ENSMUSG00000027291.9,570,360,579,612,488,332,464,403
Vps41_ENSMUSG00000041236.7,958,644,915,919,1154,634,1023,762
Vps45_ENSMUSG00000015747.5,253,424,261,261,379,308,453,312
Vps4a_ENSMUSG00000031913.9,645,691,523,592,747,711,795,705
Vps4b_ENSMUSG00000009907.10,952,830,850,1023,978,800,1004,899
Vps52_ENSMUSG00000024319.10,605,625,661,574,544,603,674,552
Vps53_ENSMUSG00000017288.9,601,535,501,521,720,561,608,500
Vps54_ENSMUSG00000020128.8,1014,571,1092,1012,781,655,762,781
Vps72_ENSMUSG00000008958.8,452,630,427,434,552,626,520,611
Vps8_ENSMUSG00000033653.10,445,284,522,486,370,291,325,277
Vrk1_ENSMUSG00000021115.8,815,714,720,604,724,674,953,951
Vrk2_ENSMUSG00000064090.7,287,280,288,268,331,282,489,315
Vrk3_ENSMUSG00000002205.9,754,781,685,654,624,730,653,679
Vrtn_ENSMUSG00000071235.4,0,0,0,0,0,0,0,0
Vsig10_ENSMUSG00000066894.8,76,99,77,73,147,84,60,51
Vsig10l_ENSMUSG00000070604.2,45,41,41,45,15,61,41,62
Vsig1_ENSMUSG00000031430.7,6,28,0,5,2,4,0,9
Vsig2_ENSMUSG00000001943.6,94,55,35,28,138,115,37,50
Vsig4_ENSMUSG00000044206.3,14,5,6,4,0,1,4,11
Vsig8_ENSMUSG00000049598.2,3,8,1,2,7,0,9,8
Vsnl1_ENSMUSG00000054459.6,0,17,4,3,1,2,10,3
Vstm2a_ENSMUSG00000048834.8,118,84,141,136,94,152,174,256
Vstm2b_ENSMUSG00000039257.9,0,0,0,0,0,0,0,0
Vstm2l_ENSMUSG00000037843.5,0,0,0,0,0,0,0,0
Vsx1_ENSMUSG00000033080.7,0,0,0,0,0,0,0,0
Vsx2_ENSMUSG00000021239.5,1,0,0,0,1,0,0,1
Vta1_ENSMUSG00000019868.9,409,536,398,376,474,468,607,522
Vtcn1_ENSMUSG00000051076.7,41,98,29,42,73,43,35,31
Vti1a_ENSMUSG00000024983.8,161,211,123,137,221,152,257,119
Vti1b_ENSMUSG00000021124.6,628,1111,570,757,899,1061,1309,1198
Vtn_ENSMUSG00000017344.4,2,7,2,2,21,4,11,11
Vwa1_ENSMUSG00000042116.3,17,47,48,27,47,58,33,36
Vwa2_ENSMUSG00000025082.7,1,0,0,0,0,0,4,3
Vwa3a_ENSMUSG00000030889.7,460,356,587,529,707,344,363,345
Vwa3b_ENSMUSG00000026115.8,49,33,54,64,131,46,24,46
Vwa3b_ENSMUSG00000050122.12,48,46,40,57,103,55,47,32
Vwa5a_ENSMUSG00000023186.8,1222,960,1568,1373,1387,875,1252,1386
Vwa5b1_ENSMUSG00000028753.6,0,0,2,0,0,0,0,0
Vwa5b2_ENSMUSG00000046613.11,0,0,0,1,0,0,0,1
Vwc2_ENSMUSG00000050830.10,2,0,4,0,7,1,7,3
Vwc2l_ENSMUSG00000045648.8,0,0,0,0,0,0,0,0
Vwce_ENSMUSG00000043789.7,0,0,3,0,5,0,0,1
Vwde_ENSMUSG00000079679.1,0,0,0,0,0,0,0,0
Vwf_ENSMUSG00000001930.10,1025,663,1855,1722,1202,817,780,922
Wac_ENSMUSG00000024283.8,929,782,876,886,913,726,732,752
Wap_ENSMUSG00000000381.9,0,0,0,0,0,0,0,0
Wapal_ENSMUSG00000041408.10,1357,675,1368,1221,1325,806,795,792
Wars2_ENSMUSG00000004233.8,53,54,69,71,99,70,66,84
Wars_ENSMUSG00000021266.10,698,584,660,631,828,671,639,607
Was_ENSMUSG00000031165.6,1296,1105,1173,1097,1211,1240,1221,1116
Wasf1_ENSMUSG00000019831.8,3,0,3,4,1,4,0,3
Wasf2_ENSMUSG00000028868.6,700,321,920,679,693,461,301,423
Wasf3_ENSMUSG00000029636.7,4,2,4,5,6,9,0,0
Wasl_ENSMUSG00000029684.8,154,122,180,177,156,142,142,127
Wbp11_ENSMUSG00000030216.9,1073,909,1050,984,940,841,825,833
Wbp1_ENSMUSG00000030035.8,359,526,308,402,461,549,441,490
Wbp2_ENSMUSG00000034341.10,1387,1506,1264,1501,1384,1524,1539,1630
Wbp2nl_ENSMUSG00000022455.3,2,0,1,0,0,0,0,0
Wbp4_ENSMUSG00000022023.5,450,418,341,405,531,443,490,448
Wbp5_ENSMUSG00000042712.4,494,946,255,328,688,705,784,834
Wbp7_ENSMUSG00000006307.9,944,404,1680,1011,768,519,354,591
Wbscr16_ENSMUSG00000061979.2,77,86,62,60,52,82,52,59
Wbscr17_ENSMUSG00000034040.9,5,2,15,12,5,4,3,3
Wbscr22_ENSMUSG00000005378.10,359,451,282,269,402,455,422,394
Wbscr27_ENSMUSG00000040557.8,43,40,15,40,9,42,28,31
Wbscr28_ENSMUSG00000040576.5,0,0,0,0,0,0,0,0
Wdfy1_ENSMUSG00000073643.4,64,28,80,44,43,38,25,38
Wdfy2_ENSMUSG00000014547.9,183,57,288,141,98,70,103,87
Wdfy3_ENSMUSG00000043940.7,574,189,2072,924,485,245,461,502
Wdfy4_ENSMUSG00000051506.10,3270,1084,5593,2381,2020,1205,2055,1551
Wdhd1_ENSMUSG00000037572.9,183,135,135,154,109,101,155,112
Wdpcp_ENSMUSG00000020319.3,251,324,208,314,464,447,268,278
Wdr11_ENSMUSG00000042055.7,585,315,652,485,467,358,376,393
Wdr12_ENSMUSG00000026019.9,191,209,136,174,221,271,296,285
Wdr13_ENSMUSG00000031166.6,305,143,341,292,236,213,177,166
Wdr16_ENSMUSG00000020904.5,497,874,463,640,885,620,652,784
Wdr17_ENSMUSG00000039375.9,0,0,0,0,0,0,0,2
Wdr18_ENSMUSG00000035754.7,305,354,247,273,254,318,448,285
Wdr19_ENSMUSG00000037890.8,310,321,303,335,415,259,285,253
Wdr1_ENSMUSG00000005103.9,4264,3793,4493,3970,4267,3924,5008,4337
Wdr20a_ENSMUSG00000037957.8,190,151,195,200,235,158,132,111
Wdr20b_ENSMUSG00000035560.4,0,0,0,0,0,0,0,0
Wdr24_ENSMUSG00000025737.5,292,236,254,239,250,190,179,145
Wdr25_ENSMUSG00000040877.8,51,36,49,31,43,45,37,44
Wdr26_ENSMUSG00000038733.6,1187,702,1378,1025,1031,578,775,652
Wdr27_ENSMUSG00000046991.8,29,11,43,47,41,30,20,7
Wdr31_ENSMUSG00000028391.10,76,117,90,96,135,109,76,107
Wdr33_ENSMUSG00000024400.9,785,555,865,703,830,672,620,540
Wdr34_ENSMUSG00000039715.8,212,444,231,274,405,385,247,313
Wdr35_ENSMUSG00000066643.6,442,370,394,420,705,344,294,321
Wdr36_ENSMUSG00000038299.9,804,769,637,635,900,705,779,749
Wdr37_ENSMUSG00000021147.8,302,200,260,223,248,154,234,221
Wdr38_ENSMUSG00000035295.4,23,58,40,48,42,56,23,36
Wdr3_ENSMUSG00000033285.8,797,427,610,554,676,363,530,406
Wdr41_ENSMUSG00000042015.9,239,199,285,310,266,202,259,252
Wdr43_ENSMUSG00000041057.9,643,536,447,467,694,456,562,467
Wdr44_ENSMUSG00000036769.8,422,307,373,386,437,351,203,323
Wdr45_ENSMUSG00000039382.5,299,346,303,304,416,445,408,360
Wdr45l_ENSMUSG00000025173.7,341,392,359,402,340,302,399,355
Wdr46_ENSMUSG00000024312.9,346,354,366,286,309,356,358,348
Wdr47_ENSMUSG00000040389.9,314,208,296,269,425,157,164,205
Wdr48_ENSMUSG00000032512.5,655,481,621,594,654,449,459,580
Wdr4_ENSMUSG00000024037.5,106,97,86,84,69,78,79,59
Wdr52_ENSMUSG00000071550.7,563,293,863,904,856,286,464,352
Wdr53_ENSMUSG00000022787.3,153,130,108,143,179,175,324,205
Wdr54_ENSMUSG00000030032.6,65,98,56,81,140,143,133,109
Wdr55_ENSMUSG00000042660.7,210,295,218,234,347,368,409,355
Wdr59_ENSMUSG00000031959.7,128,90,165,137,122,98,168,86
Wdr5_ENSMUSG00000026917.9,315,283,311,294,319,346,275,237
Wdr5b_ENSMUSG00000034379.8,102,85,56,52,51,89,48,75
Wdr60_ENSMUSG00000042050.7,311,222,297,270,464,262,173,205
Wdr61_ENSMUSG00000061559.8,569,807,443,503,723,776,1057,853
Wdr62_ENSMUSG00000037020.9,171,87,277,214,159,111,167,159
Wdr63_ENSMUSG00000043020.6,458,444,513,612,842,563,562,489
Wdr64_ENSMUSG00000026523.7,1,0,1,0,6,0,0,3
Wdr65_ENSMUSG00000028730.8,435,355,392,409,829,394,319,299
Wdr66_ENSMUSG00000029442.12,512,424,636,639,880,522,282,424
Wdr67_ENSMUSG00000022364.7,208,160,252,186,209,146,211,161
Wdr69_ENSMUSG00000053161.9,103,104,77,86,196,100,118,87
Wdr6_ENSMUSG00000066357.4,1096,931,841,948,1189,1009,696,660
Wdr70_ENSMUSG00000039828.6,197,157,154,153,235,187,166,200
Wdr72_ENSMUSG00000044976.8,95,88,26,21,106,37,24,55
Wdr73_ENSMUSG00000025722.9,215,231,161,231,341,273,286,243
Wdr74_ENSMUSG00000042729.9,348,372,276,245,410,384,437,304
Wdr75_ENSMUSG00000025995.9,478,405,382,386,604,450,498,495
Wdr76_ENSMUSG00000027242.7,78,51,86,113,83,47,71,75
Wdr77_ENSMUSG00000000561.8,335,332,284,299,270,284,265,289
Wdr78_ENSMUSG00000035126.12,426,302,409,541,769,394,382,458
Wdr7_ENSMUSG00000040560.8,308,174,494,438,229,194,291,254
Wdr81_ENSMUSG00000045374.11,582,327,1048,857,478,438,499,423
Wdr82_ENSMUSG00000020257.5,557,422,502,547,478,347,463,347
Wdr83_ENSMUSG00000005150.9,165,203,174,174,167,208,247,224
Wdr85_ENSMUSG00000026975.4,190,185,136,144,193,186,172,137
Wdr86_ENSMUSG00000055235.5,5,7,9,5,4,16,1,8
Wdr89_ENSMUSG00000045690.6,29,36,28,31,44,63,61,35
Wdr8_ENSMUSG00000029029.7,184,229,154,186,193,223,245,194
Wdr90_ENSMUSG00000073434.4,266,142,307,266,262,119,188,176
Wdr91_ENSMUSG00000058486.5,427,290,511,611,294,343,403,379
Wdr92_ENSMUSG00000078970.4,196,263,170,222,237,314,320,224
Wdr93_ENSMUSG00000039099.7,151,124,116,158,204,152,169,147
Wdr95_ENSMUSG00000029658.10,71,71,84,103,100,72,147,86
Wdr96_ENSMUSG00000044948.9,790,513,950,1116,1829,539,602,510
Wdsub1_ENSMUSG00000026988.9,201,230,242,228,308,283,239,276
Wdtc1_ENSMUSG00000037622.8,428,313,560,518,462,383,290,387
Wdyhv1_ENSMUSG00000022359.8,279,426,262,354,534,415,491,447
Wee1_ENSMUSG00000031016.8,130,152,136,136,284,152,145,168
Wee2_ENSMUSG00000037159.8,0,3,0,1,21,0,0,2
Wfdc10_ENSMUSG00000070529.6,34,127,125,134,53,101,595,563
Wfdc11_ENSMUSG00000078940.2,0,0,0,0,0,0,0,0
Wfdc12_ENSMUSG00000042845.7,2,0,0,0,2,5,0,0
Wfdc13_ENSMUSG00000067704.1,6,26,5,25,33,26,29,19
Wfdc15a_ENSMUSG00000051769.2,0,0,0,0,0,0,7,0
Wfdc15b_ENSMUSG00000018211.6,0,2,0,2,4,4,0,0
Wfdc16_ENSMUSG00000070530.4,0,0,0,0,0,3,0,0
Wfdc1_ENSMUSG00000023336.5,91,234,63,40,116,154,45,124
Wfdc2_ENSMUSG00000017723.5,6411,14821,3555,4935,11141,13111,8030,9504
Wfdc3_ENSMUSG00000039951.1,4,0,4,2,14,0,0,1
Wfdc3_ENSMUSG00000076434.3,13,37,6,9,8,39,34,27
Wfdc5_ENSMUSG00000040154.5,0,0,0,0,0,0,0,0
Wfdc6a_ENSMUSG00000074595.3,0,0,0,0,0,0,0,2
Wfdc6b_ENSMUSG00000070531.3,0,0,1,2,0,5,0,0
Wfdc8_ENSMUSG00000070533.5,0,0,1,2,0,0,0,0
Wfdc9_ENSMUSG00000074594.3,0,0,0,0,0,0,0,0
Wfikkn1_ENSMUSG00000071192.4,8,6,14,8,4,7,16,1
Wfikkn2_ENSMUSG00000044177.4,5,17,22,9,11,17,0,13
Wfs1_ENSMUSG00000039474.7,149,76,160,144,71,92,95,116
Whamm_ENSMUSG00000045795.8,286,322,257,277,292,232,232,220
Whrn_ENSMUSG00000039137.11,55,37,51,27,42,40,9,24
Whsc1_ENSMUSG00000057406.8,520,233,668,393,535,244,393,243
Whsc1l1_ENSMUSG00000054823.8,1199,819,1397,1149,1196,746,882,825
Whsc2_ENSMUSG00000029111.6,316,290,318,291,317,299,216,264
Wibg_ENSMUSG00000064030.7,284,327,202,207,280,355,261,215
Wif1_ENSMUSG00000020218.4,78,81,73,147,125,103,43,104
Wipf1_ENSMUSG00000075284.4,1154,634,1232,948,939,754,597,641
Wipf2_ENSMUSG00000038013.8,59,32,83,65,60,41,36,27
Wipf3_ENSMUSG00000086040.2,4,6,7,10,7,3,4,1
Wipi1_ENSMUSG00000041895.8,100,92,118,116,121,74,94,92
Wipi2_ENSMUSG00000029578.9,312,281,318,281,248,248,271,247
Wisp1_ENSMUSG00000005124.3,0,5,1,0,0,0,0,0
Wisp2_ENSMUSG00000027656.7,25,84,114,108,27,89,22,41
Wisp3_ENSMUSG00000062074.6,0,0,0,0,5,0,5,0
Wiz_ENSMUSG00000024050.8,403,233,513,335,269,264,193,223
Wls_ENSMUSG00000028173.6,1324,1408,2130,3073,1639,1412,5053,3803
Wnk1_ENSMUSG00000045962.9,2462,816,4613,2181,1951,978,1587,1178
Wnk2_ENSMUSG00000037989.9,9,8,23,14,27,10,6,2
Wnk4_ENSMUSG00000035112.10,45,65,33,31,58,26,10,51
Wnt10a_ENSMUSG00000026167.8,0,0,3,3,4,0,7,0
Wnt10b_ENSMUSG00000022996.7,12,5,6,8,3,6,2,10
Wnt11_ENSMUSG00000015957.4,125,129,105,174,258,223,58,138
Wnt16_ENSMUSG00000029671.8,1,3,3,0,0,0,5,0
Wnt1_ENSMUSG00000022997.8,0,0,0,0,0,0,0,0
Wnt2_ENSMUSG00000010797.2,11,53,36,6,11,41,28,14
Wnt2b_ENSMUSG00000027840.4,10,8,22,8,16,26,0,6
Wnt3_ENSMUSG00000000125.5,3,5,2,0,0,3,8,4
Wnt3a_ENSMUSG00000009900.7,3,2,0,0,5,3,3,0
Wnt4_ENSMUSG00000036856.4,65,93,61,61,99,62,44,39
Wnt5a_ENSMUSG00000021994.8,24,28,39,79,27,50,22,47
Wnt5b_ENSMUSG00000030170.7,1,10,10,8,17,14,15,16
Wnt6_ENSMUSG00000033227.6,5,4,1,3,0,15,0,5
Wnt7a_ENSMUSG00000030093.6,0,0,0,0,0,0,0,0
Wnt7b_ENSMUSG00000022382.7,29,53,15,38,45,33,13,30
Wnt8a_ENSMUSG00000012282.2,0,0,0,0,0,0,0,0
Wnt8b_ENSMUSG00000036961.4,0,0,0,0,0,0,0,0
Wnt9a_ENSMUSG00000000126.5,15,16,12,10,15,20,14,7
Wnt9b_ENSMUSG00000018486.2,0,0,0,1,3,0,0,0
Wrap53_ENSMUSG00000041346.5,218,238,185,181,258,175,204,204
Wrb_ENSMUSG00000023147.9,72,67,87,66,118,117,87,65
Wrn_ENSMUSG00000031583.5,471,161,413,295,459,281,238,202
Wrnip1_ENSMUSG00000021400.6,350,435,436,388,456,371,311,359
Wsb1_ENSMUSG00000017677.5,1019,809,1036,1096,870,811,1020,1016
Wsb2_ENSMUSG00000029364.9,377,339,475,606,529,421,522,489
Wscd1_ENSMUSG00000020811.10,39,75,53,38,22,57,25,38
Wscd2_ENSMUSG00000063430.6,14,11,8,13,0,21,12,7
Wt1_ENSMUSG00000016458.6,17,5,7,9,20,25,10,17
Wtap_ENSMUSG00000060475.6,582,499,445,471,601,546,640,613
Wtip_ENSMUSG00000036459.8,53,44,32,47,40,58,57,27
Wwc1_ENSMUSG00000018849.6,740,358,534,449,826,535,240,318
Wwc2_ENSMUSG00000031563.7,244,100,299,242,260,148,97,157
Wwox_ENSMUSG00000004637.9,82,128,92,119,140,129,94,128
Wwp1_ENSMUSG00000041058.8,464,251,320,351,447,239,296,303
Wwp2_ENSMUSG00000031930.9,937,834,906,911,833,715,756,659
Wwtr1_ENSMUSG00000027803.8,176,202,210,298,224,156,174,205
X76971_ENSMUSG00000076824.2,5,2,3,2,14,4,26,9
X99384_ENSMUSG00000020092.8,787,838,1237,1137,621,594,846,940
Xab2_ENSMUSG00000019470.6,1029,811,860,778,902,821,946,651
Xaf1_ENSMUSG00000040483.9,161,213,217,151,242,268,309,181
Xbp1_ENSMUSG00000020484.11,2425,2537,3343,2524,3251,3621,5028,3485
Xcl1_ENSMUSG00000026573.7,54,174,60,56,103,176,306,81
Xcr1_ENSMUSG00000060509.2,98,42,94,20,68,32,46,29
Xdh_ENSMUSG00000024066.7,2318,1302,2310,1357,1640,1325,1178,1045
Xiap_ENSMUSG00000025860.8,521,211,518,531,493,278,392,338
Xirp1_ENSMUSG00000079243.2,1,0,0,0,0,0,0,0
Xirp2_ENSMUSG00000027022.6,0,0,0,0,0,0,0,0
Xk_ENSMUSG00000015342.6,29,16,11,18,16,9,28,16
Xkr4_ENSMUSG00000051951.5,1,0,1,0,0,0,0,1
Xkr5_ENSMUSG00000039814.9,13,14,4,4,13,9,23,0
Xkr6_ENSMUSG00000035067.7,1,0,1,2,9,1,0,0
Xkr7_ENSMUSG00000042631.7,0,0,1,0,0,0,0,0
Xkr8_ENSMUSG00000037752.4,23,16,40,44,58,22,39,29
Xkr9_ENSMUSG00000067813.3,0,4,0,0,0,0,0,1
Xkrx_ENSMUSG00000031258.4,130,105,49,60,105,85,57,55
Xlr3a_ENSMUSG00000057836.6,7,9,0,6,3,3,9,0
Xlr3b_ENSMUSG00000073125.4,6,2,1,5,8,0,0,0
Xlr3c_ENSMUSG00000058147.1,0,0,0,0,0,0,0,0
Xlr4a_ENSMUSG00000079845.2,39,41,28,34,23,44,57,35
Xlr4b_ENSMUSG00000067768.5,2,0,2,1,0,0,2,0
Xlr4c_ENSMUSG00000031362.10,3,11,6,5,7,3,13,5
Xlr5a_ENSMUSG00000058328.6,0,0,0,0,0,0,0,0
Xlr5b_ENSMUSG00000072479.4,0,0,0,0,0,0,0,0
Xlr5c_ENSMUSG00000067764.5,0,0,0,0,0,0,0,0
Xlr_ENSMUSG00000054626.5,85,139,98,158,144,145,295,333
Xpa_ENSMUSG00000028329.7,144,204,103,142,196,166,340,182
Xpc_ENSMUSG00000030094.7,513,393,548,520,475,361,440,326
Xpnpep1_ENSMUSG00000025027.9,642,607,774,776,702,568,840,768
Xpnpep2_ENSMUSG00000037005.9,24,36,31,38,24,52,7,26
Xpnpep3_ENSMUSG00000022401.5,35,30,95,59,38,15,31,15
Xpo1_ENSMUSG00000020290.8,2331,1520,2548,2385,2350,1429,1503,1935
Xpo4_ENSMUSG00000021952.9,244,87,213,154,183,114,123,82
Xpo5_ENSMUSG00000067150.5,648,387,743,512,608,479,547,373
